序号,名称,规格,壁厚,牌号,连接方式,承压,单位,工程量,不含税单价,不含税总价,含税单价,含税总价,品牌,备注
78,内丝直通,"DN50×2""",,,,,个,8,30.74,245.92,34.7362,277.8896,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
79,异径内丝直通,DN20×½,,,,,个,8,8.41,67.28,9.5033,76.0264,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
80,异径内丝直通,DN25×½,,,,,个,8,10.09,80.72,11.4017,91.2136,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
81,异径内丝直通,DN25×¾,,,,,个,8,11.23,89.84,12.6899,101.5192,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
82,异径内丝直通,DN32×½,,,,,个,8,12.18,97.44,13.7634,110.1072,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
83,异径内丝直通,DN32×¾,,,,,个,8,13.4,107.2,15.142,121.136,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
84,异径内丝直通,"DN32×1""",,,,,个,8,16.53,132.24,18.6789,149.4312,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
85,异径内丝直通,DN40×½,,,,,个,8,14.91,119.28,16.8483,134.7864,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
86,异径内丝直通,DN40×¾,,,,,个,8,16.11,128.88,18.2043,145.6344,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
87,异径内丝直通,"DN40×1""",,,,,个,8,19.24,153.92,21.7412,173.9296,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
88,异径内丝直通,DN40×1¼,,,,,个,8,21.56,172.48,24.3628,194.9024,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
89,异径内丝直通,DN50×½,,,,,个,8,21.3,170.4,24.069,192.552,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
90,异径内丝直通,DN50×¾,,,,,个,8,22.49,179.92,25.4137,203.3096,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
91,异径内丝直通,"DN50×1""",,,,,个,8,25.61,204.88,28.9393,231.5144,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
92,异径内丝直通,DN50×1¼,,,,,个,8,28,224,31.64,253.12,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
93,异径内丝直通,DN50×1½,,,,,个,8,30.55,244.4,34.5215,276.172,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
94,异径内丝直通,DN60×½,,,,,个,8,29.37,234.96,33.1881,265.5048,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
95,异径内丝直通,DN60×¾,,,,,个,8,30.71,245.68,34.7023,277.6184,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
96,异径内丝直通,"DN60×1""",,,,,个,8,33.83,270.64,38.2279,305.8232,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
97,异径内丝直通,DN60×1¼,,,,,个,8,36.08,288.64,40.7704,326.1632,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
98,异径内丝直通,DN60×1½,,,,,个,8,38.85,310.8,43.9005,351.204,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
99,异径内丝直通,"DN60×2""",,,,,个,8,42.61,340.88,48.1493,385.1944,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
100,异径内丝直通,DN65×½,,,,,个,8,42.92,343.36,48.4996,387.9968,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
101,异径内丝直通,DN65×¾,,,,,个,8,44.18,353.44,49.9234,399.3872,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
102,异径内丝直通,"DN65×1""",,,,,个,8,47.32,378.56,53.4716,427.7728,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
103,异径内丝直通,DN65×1¼,,,,,个,8,49.55,396.4,55.9915,447.932,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
104,异径内丝直通,DN65×1½,,,,,个,8,52.34,418.72,59.1442,473.1536,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
105,异径内丝直通,"DN65×2""",,,,,个,8,56.73,453.84,64.1049,512.8392,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
106,异径内丝直通,DN80×½,,,,,个,8,52.87,422.96,59.7431,477.9448,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
107,异径内丝直通,DN80×¾,,,,,个,8,56.35,450.8,63.6755,509.404,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
108,异径内丝直通,"DN80×1""",,,,,个,8,59.6,476.8,67.348,538.784,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
109,异径内丝直通,DN80×1¼,,,,,个,8,61.7,493.6,69.721,557.768,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
110,异径内丝直通,DN80×1½,,,,,个,8,66,528,74.58,596.64,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
111,异径内丝直通,"DN80×2""",,,,,个,8,69.96,559.68,79.0548,632.4384,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
112,异径外丝直通,DN20×½,,,,,个,8,8.41,67.28,9.5033,76.0264,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
113,异径外丝直通,DN25×½,,,,,个,8,10.09,80.72,11.4017,91.2136,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
114,异径外丝直通,DN25×¾,,,,,个,8,11.23,89.84,12.6899,101.5192,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
115,异径外丝直通,DN32×½,,,,,个,8,12.18,97.44,13.7634,110.1072,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
116,异径外丝直通,DN32×¾,,,,,个,8,13.4,107.2,15.142,121.136,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
117,异径外丝直通,"DN32×1""",,,,,个,8,16.53,132.24,18.6789,149.4312,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
118,异径外丝直通,DN40×½,,,,,个,8,14.91,119.28,16.8483,134.7864,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
119,异径外丝直通,DN40×¾,,,,,个,8,16.11,128.88,18.2043,145.6344,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
120,异径外丝直通,"DN40×1""",,,,,个,8,19.24,153.92,21.7412,173.9296,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
121,异径外丝直通,DN40×1½,,,,,个,8,21.56,172.48,24.3628,194.9024,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
122,异径外丝直通,DN50×½,,,,,个,8,21.3,170.4,24.069,192.552,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
123,异径外丝直通,DN50×¾,,,,,个,8,22.49,179.92,25.4137,203.3096,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
124,异径外丝直通,"DN50×1""",,,,,个,8,25.61,204.88,28.9393,231.5144,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
125,异径外丝直通,DN50×1¼,,,,,个,8,28,224,31.64,253.12,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
126,异径外丝直通,DN50×1½,,,,,个,8,30.55,244.4,34.5215,276.172,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
127,异径外丝直通,DN60×½,,,,,个,8,29.37,234.96,33.1881,265.5048,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
128,异径外丝直通,DN60×¾,,,,,个,8,30.71,245.68,34.7023,277.6184,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
129,异径外丝直通,"DN60×1""",,,,,个,8,33.83,270.64,38.2279,305.8232,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
130,异径外丝直通,DN60×1¼,,,,,个,8,36.08,288.64,40.7704,326.1632,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
131,异径外丝直通,DN60×1½,,,,,个,8,38.85,310.8,43.9005,351.204,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
132,异径外丝直通,"DN60×2""",,,,,个,8,42.61,340.88,48.1493,385.1944,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
133,异径外丝直通,DN65×½,,,,,个,8,42.92,343.36,48.4996,387.9968,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
134,异径外丝直通,DN65×¾,,,,,个,8,44.18,353.44,49.9234,399.3872,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
135,异径外丝直通,"DN65×1""",,,,,个,8,47.32,378.56,53.4716,427.7728,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
136,异径外丝直通,DN65×1¼,,,,,个,8,49.55,396.4,55.9915,447.932,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
137,异径外丝直通,DN65×1½,,,,,个,8,52.34,418.72,59.1442,473.1536,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
138,异径外丝直通,"DN65×2""",,,,,个,8,56.73,453.84,64.1049,512.8392,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
139,异径外丝直通,DN80×½,,,,,个,8,52.87,422.96,59.7431,477.9448,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
140,异径外丝直通,DN80×¾,,,,,个,8,56.35,450.8,63.6755,509.404,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
141,异径外丝直通,"DN80×1""",,,,,个,8,59.6,476.8,67.348,538.784,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
142,异径外丝直通,DN80×1¼,,,,,个,8,61.7,493.6,69.721,557.768,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
143,异径外丝直通,DN80×1½,,,,,个,8,66,528,74.58,596.64,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
144,异径外丝直通,"DN80×2""",,,,,个,8,69.96,559.68,79.0548,632.4384,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
145,90度弯头,DN15,,,,,个,8,3.12,24.96,3.5256,28.2048,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
146,90度弯头,DN20,,,,,个,8,4.58,36.64,5.1754,41.4032,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
147,90度弯头,DN25,,,,,个,8,6.82,54.56,7.7066,61.6528,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
148,90度弯头,DN32,,,,,个,8,11.12,88.96,12.5656,100.5248,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
149,90度弯头,DN40,,,,,个,8,17.16,137.28,19.3908,155.1264,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
150,90度弯头,DN50,,,,,个,8,26.24,209.92,29.6512,237.2096,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
151,90度弯头,DN60,,,,,个,8,72.95,583.6,82.4335,659.468,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
152,90度弯头,DN65,,,,,个,8,100.7,805.6,113.791,910.328,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
153,90度弯头,DN80,,,,,个,8,119.25,954,134.7525,1078.02,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
154,90度沟槽弯头,DN100,,,,,个,8,159.91,1279.28,180.6983,1445.5864,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
