序号,名称（备注形式）,规格,材质,侧板厚度mm,"底板/横档厚度mm
mm",盖板厚度mm,数量,单位,本体单价（含税）,盖板单价（含税）,"本体及盖板合价
（含税）","合计
（含税）",品牌,执行标准（投标单位自填）,备注
1,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",1000*200,,,1.5,0.6,147,m,135,42,177,26019,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
2,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",800*200,,,1.5,0.6,12,m,120,29,149,1788,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
3,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",800*150,,,1.5,0.6,95,m,110,29,139,13205,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
4,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",600*200,,,1.2,0.6,233,m,79,27,106,24698,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
5,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",600*150,,,1.2,0.6,1194,m,73,27,100,119400,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
6,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",500*200,,,1.2,0.6,1,m,72,23,95,95,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
7,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",500*150,,,1.2,0.6,6,m,64,23,87,522,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
8,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",400*200,,,1,0.6,1,m,56,17,73,73,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
9,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",400*150,,,1,0.6,1985,m,48,17,65,129025,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
10,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",400*100,,,1,0.6,345,m,44,17,61,21045,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
11,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",300*200,,,1,0.6,1,m,52,15,67,67,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
12,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",300*150,,,1,0.6,2384,m,44,15,59,140656,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
13,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",200*100,,,0.8,0.6,3323,m,24,8,32,106336,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
14,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",100*100,,,0.8,0.6,3169,m,19,5,24,76056,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
15,"KJQG型模压增强型
节能钢制电缆桥架
(消防)",100*50,,,0.8,0.6,927,m,14,5,19,17613,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
16,"KJQG型模压增强型
节能钢制电缆桥架",1000*200,,,1.5,0.6,147,m,135,42,177,26019,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
17,"KJQG型模压增强型
节能钢制电缆桥架",800*200,,,1.5,0.6,494,m,120,29,149,73606,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
18,"KJQG型模压增强型
节能钢制电缆桥架",800*150,,,1.5,0.6,220,m,110,29,139,30580,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
19,"KJQG型模压增强型
节能钢制电缆桥架",600*200,,,1.2,0.6,1,m,79,27,106,106,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
20,"KJQG型模压增强型
节能钢制电缆桥架",600*150,,,1.2,0.6,907,m,73,27,100,90700,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
21,"KJQG型模压增强型
节能钢制电缆桥架",500*200,,,1.2,0.6,1,m,72,23,95,95,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
22,"KJQG型模压增强型
节能钢制电缆桥架",500*150,,,1.2,0.6,1,m,64,23,87,87,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
23,"KJQG型模压增强型
节能钢制电缆桥架",400*200,,,1,0.6,1,m,56,17,73,73,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
24,"KJQG型模压增强型
节能钢制电缆桥架",400*150,,,1,0.6,1990,m,48,17,65,129350,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
25,"KJQG型模压增强型
节能钢制电缆桥架",400*100,,,1,0.6,104,m,44,17,61,6344,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
26,"KJQG型模压增强型
节能钢制电缆桥架",300*150,,,1,0.6,636,m,44,15,59,37524,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
27,"KJQG型模压增强型
节能钢制电缆桥架",300*100,,,1,0.6,3248,m,37,15,52,168896,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
28,"KJQG型模压增强型
节能钢制电缆桥架",200*100,,,0.8,0.6,30038,m,24,8,32,961216,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
29,"KJQG型模压增强型
节能钢制电缆桥架",150*70,,,0.8,0.6,9166,m,16,6,22,201652,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
30,"KJQG型模压增强型
节能钢制电缆桥架",100*100,,,0.8,0.6,92,m,19,5,24,2208,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
31,"KJQG型模压增强型
节能钢制电缆桥架",100*50,,,0.8,0.6,9231,m,14,5,19,175389,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
32,"KJQG型模压增强型
节能钢制电缆桥架",75*50,,,0.8,0.6,35,m,11,3,14,490,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
33,"KJQG型模压增强型
节能钢制电缆桥架
(高压防火)",400*150,,,1,0.6,337,m,48,17,65,21905,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
34,"KJQG型模压增强型
节能钢制电缆桥架
(高压防火)",200*100,,,0.8,0.6,348,m,24,8,32,11136,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
35,热镀锌线槽(消防 ),1000*200,,,2.2,2,1,m,195,125,320,320,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
36,热镀锌线槽(消防 ),800*200,,,2,1.5,1,m,149,75,224,224,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
37,热镀锌线槽(消防 ),800*150,,,2,1.5,1,m,137,75,212,212,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
38,热镀锌线槽(消防 ),600*200,,,2,1.5,1,m,125,57,182,182,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
39,热镀锌线槽(消防 ),600*150,,,2,1.5,1,m,111,57,168,168,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
40,热镀锌线槽(消防 ),500*200,,,1.5,1.2,1,m,84,39,123,123,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
41,热镀锌线槽(消防 ),500*150,,,1.5,1.2,1,m,75,39,114,114,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
42,热镀锌线槽(消防 ),400*200,,,1.5,1.2,1,m,75,31,106,106,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
43,热镀锌线槽(消防 ),400*150,,,1.5,1.2,1,m,65,31,96,96,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
44,热镀锌线槽(消防 ),400*100,,,1.5,1.2,1,m,56,31,87,87,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
45,热镀锌线槽(消防 ),300*200,,,1.2,0.8,1,m,53,18,71,71,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
46,热镀锌线槽(消防 ),300*150,,,1.2,0.8,1,m,45,18,63,63,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
47,热镀锌线槽(消防 ),200*100,,,1.2,0.8,1,m,30,13,43,43,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
48,热镀锌线槽(消防 ),100*100,,,1,0.6,1,m,22,6,28,28,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
49,热镀锌线槽(消防 ),100*50,,,1,0.6,1,m,15,6,21,21,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
50,热镀锌线槽(消防 ),1000*200,,,2.2,2,1,m,172,110,282,282,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
51,热镀锌线槽,800*200,,,2,1.5,1,m,132,67,199,199,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
52,热镀锌线槽,800*150,,,2,1.5,1,m,121,67,188,188,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
53,热镀锌线槽,600*200,,,2,1.5,1,m,110,51,161,161,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
54,热镀锌线槽,600*150,,,2,1.5,1,m,98,51,149,149,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
55,热镀锌线槽,500*200,,,1.5,1.2,1,m,74,34,108,108,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
56,热镀锌线槽,500*150,,,1.5,1.2,1,m,65,34,99,99,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
57,热镀锌线槽,400*200,,,1.5,1.2,1,m,65,28,93,93,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
58,热镀锌线槽,400*150,,,1.5,1.2,1,m,58,28,86,86,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
59,热镀锌线槽,400*100,,,1.5,1.2,1,m,50,28,78,78,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
60,热镀锌线槽,300*150,,,1.2,0.8,1,m,40,16,56,56,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
61,热镀锌线槽,300*100,,,1.2,0.8,1,m,32,16,48,48,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
62,热镀锌线槽,200*100,,,1.2,0.8,1,m,27,11,38,38,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
63,热镀锌线槽,150*70,,,1,0.6,1,m,17,6,23,23,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
64,热镀锌线槽,100*100,,,1,0.6,1,m,18,5,23,23,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
65,热镀锌线槽,100*50,,,1,0.6,1,m,12,5,17,17,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
66,热镀锌线槽,75*50,,,1,0.6,1,m,10,5,15,15,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
67,"KJQG型模压增强型
节能钢制电缆桥架
(梯式)",800*150,,,1.5,0.6,208,m,81,29,110,22880,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
68,"KJQG型模压增强型
节能钢制电缆桥架
(梯式)",600*150,,,1.4,0.6,147,m,72,27,99,14553,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
69,"KJQG型模压增强型
节能钢制电缆桥架
(梯式)",400*150,,,1.2,0.6,12,m,52,17,69,828,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
70,"KJQG型模压增强型
节能钢制电缆桥架
(梯式)",300*150,,,1.2,0.6,836,m,39,15,54,45144,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
71,"KJQG型模压增强型
节能钢制电缆桥架
(梯式)",300*100,,,1.2,0.6,4,m,31,15,46,184,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
72,"KJQG型模压增强型
节能钢制电缆桥架
(梯式)",200*100,,,1.2,0.6,25,m,26,8,34,850,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
73,"KJQG型模压增强型
节能钢制电缆桥架
(消防梯式)",800*150,,,1.5,0.6,6,m,81,29,110,660,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
74,"KJQG型模压增强型
节能钢制电缆桥架
(消防梯式)",600*150,,,1.4,0.6,368,m,72,27,99,36432,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
75,"KJQG型模压增强型
节能钢制电缆桥架
(消防梯式)",400*150,,,1.2,0.6,12,m,52,17,69,828,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
76,"KJQG型模压增强型
节能钢制电缆桥架
(消防梯式)",150*100,,,1.2,0.6,279,m,23,6,29,8091,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
77,"KJQG型模压增强型
节能钢制电缆桥架
(高压防火梯式)",400*150,,,1.2,0.6,11,m,52,17,69,759,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
78,"热浸镀锌线槽(消防
户外)",600*150,,,3,1.5,1,m,224,90,314,314,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
79,"热浸镀锌线槽(消防
户外)",400*150,,,2,1.2,1,m,122,52,174,174,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
80,"热浸镀锌线槽(消防
户外)",300*150,,,2,1.2,1,m,106,41,147,147,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
81,"热浸镀锌线槽(消防
户外)",200*100,,,1.2,1,1,m,52,25,77,77,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
82,热浸镀锌线槽(户外 ),600*150,,,3,1.5,1,m,203,83,286,286,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
83,热浸镀锌线槽(户外 ),400*150,,,2,1.2,1,m,112,49,161,161,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
84,热浸镀锌线槽(户外 ),300*150,,,2,1.2,1,m,97,37,134,134,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
85,热浸镀锌线槽(户外 ),200*100,,,1.2,1,1,m,49,23,72,72,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
86,"热浸镀锌线槽(消防
户外)",600*150,,,2,1.5,103,m,156,90,246,25338,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
87,"热浸镀锌线槽(消防
户外)",400*150,,,1.5,1.2,147,m,104,52,156,22932,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
88,"热浸镀锌线槽(消防
户外)",300*150,,,1.2,0.8,85,m,75,29,104,8840,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
89,"热浸镀锌线槽(消防
户外)",200*100,,,1.2,0.8,34,m,52,21,73,2482,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
90,热浸镀锌线槽(户外 ),600*150,,,2,1.5,221,m,143,83,226,49946,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
91,热浸镀锌线槽(户外 ),400*150,,,1.5,1.2,85,m,96,49,145,12325,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
92,热浸镀锌线槽(户外 ),300*150,,,1.2,0.8,145,m,70,28,98,14210,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
93,热浸镀锌线槽(户外 ),200*100,,,1.2,0.8,943,m,49,19,68,64124,上海碧绅,,2025.4.3，无预付款，货到现场验收合格2个月后付至送货金额的70%，竣工验收合格付至送货金额的80%，竣工结算完成后付至送货金额的95%，5%质保2年
